symbol,settlement,bid_size,bid,ask,ask_size,last,close,change,open,high,low,previous_close,turnover,volume,operations,datetime,group,expiration,tipo
GD29Z,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,69.62,0.0,0,0,,GO,2029-07-09,BONOS SOBERANOS
GD30,2,935731,79810.0,79890.0,1,79810.0,0.0,0.0007000000000000001,79750.0,80340.0,78760.0,79750.0,27508510641.2,34442432,7480,2025-05-14 16:36:00,GO,2030-07-09,BONOS SOBERANOS
GD30C,2,150000,68.9,69.05,59898,68.95,0.0,0.0007000000000000001,68.75,69.3,68.75,68.9,1838729.18,2661636,572,2025-05-14 16:22:00,GO,2030-07-09,BONOS SOBERANOS
GD30D,2,1482,70.01,70.11,2422,70.05,0.0,0.0074,68.6,70.57,68.6,69.53,4005740.57,5714729,2841,2025-05-14 16:35:00,GO,2030-07-09,BONOS SOBERANOS
GD30X,2,0,0.0,0.0,0,80200.0,0.0,0.0,0.0,80200.0,80200.0,80046.027,13233000000.0,16500000,1,2025-05-14 16:24:00,GO,2030-07-09,BONOS SOBERANOS
GD30Y,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,69.3,0.0,0,0,,GO,2030-07-09,BONOS SOBERANOS
GD30Z,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,69.18,0.0,0,0,,GO,2030-07-09,BONOS SOBERANOS
GD35,2,9026,80000.0,80060.0,9988,80060.0,0.0,0.0026,79900.0,80260.0,79270.0,79850.0,25738568318.8,32188375,4942,2025-05-14 16:36:00,GO,2035-07-09,BONOS SOBERANOS
GD35C,2,9026,69.04,69.19,2673,69.05,0.0,0.0007000000000000001,69.15,69.37,68.99,69.0,446344.52,645227,317,2025-05-14 16:32:00,GO,2035-07-09,BONOS SOBERANOS
GD35D,2,9026,70.12,70.18,10477,70.18,0.0,0.0018,70.0,70.29,69.65,70.05,2712862.23,3868488,4051,2025-05-14 16:37:00,GO,2035-07-09,BONOS SOBERANOS
GD35X,2,0,0.0,0.0,0,80041.5,0.0,0.0,0.0,80260.75,79764.0,79730.0,7339513030.59,9177561,9,2025-05-14 16:18:00,GO,2035-07-09,BONOS SOBERANOS
GD35Y,2,0,0.0,0.0,0,70.203,0.0,0.0,0.0,70.203,70.025,70.0,4058484.45,5784745,2,2025-05-14 16:08:00,GO,2035-07-09,BONOS SOBERANOS
GD35Z,2,0,0.0,0.0,0,69.3,0.0,0.0,0.0,69.34,68.99,69.5,9499999.52,13740284,9,2025-05-14 16:18:00,GO,2035-07-09,BONOS SOBERANOS
GD38,2,2337,84700.0,84860.0,998,84860.0,0.0,0.0018,82430.0,85270.0,82430.0,84700.0,6106091522.2,7203076,4038,2025-05-14 16:36:00,GO,2038-01-09,BONOS SOBERANOS
GD38C,2,1368,73.07,73.5,602,73.5,0.0,0.004,73.2,73.57,73.2,73.2,43976.57,59917,42,2025-05-14 15:41:00,GO,2038-01-09,BONOS SOBERANOS
GD38D,2,2337,74.24,74.5,998,74.45,0.0,0.002,74.0,74.68,73.17,74.3,2083839.93,2802553,1776,2025-05-14 16:36:00,GO,2038-01-09,BONOS SOBERANOS
GD38X,2,0,0.0,0.0,0,83044.5,0.0,0.0,0.0,83044.5,83044.5,84703.6,577499757.45,695410,1,2025-05-14 15:26:00,GO,2038-01-09,BONOS SOBERANOS
GD38Y,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,74.492,0.0,0,0,,GO,2038-01-09,BONOS SOBERANOS
GD38Z,2,0,0.0,0.0,0,71.9,0.0,0.0,0.0,73.212,71.9,73.5,2500328.07,3427651,2,2025-05-14 15:26:00,GO,2038-01-09,BONOS SOBERANOS
GD41,2,102,74040.0,74180.0,365,74180.0,0.0,0.001,72830.0,74250.0,72830.0,74100.0,9377969023.1,12681366,2299,2025-05-14 16:36:00,GO,2041-07-09,BONOS SOBERANOS
GD41C,2,502,63.92,64.19,365,64.04,0.0,-0.0012,64.14,64.31,63.86,64.12,175487.09,274388,87,2025-05-14 16:20:00,GO,2041-07-09,BONOS SOBERANOS
GD41D,2,2900,64.89,65.0,165,65.0,0.0,-0.0015,65.0,65.25,64.65,65.1,2410908.37,3720888,4006,2025-05-14 16:36:00,GO,2041-07-09,BONOS SOBERANOS
GD41X,2,0,0.0,0.0,0,74199.51,0.0,0.0,0.0,75052.192,72850.0,74166.51,8048664235.59,10909236,5,2025-05-14 16:19:00,GO,2041-07-09,BONOS SOBERANOS
GD41Y,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,65.23,0.0,0,0,,GO,2041-07-09,BONOS SOBERANOS
GD41Z,2,0,0.0,0.0,0,64.242,0.0,0.0,0.0,64.242,64.0,64.0,1999999.97,3119114,2,2025-05-14 16:19:00,GO,2041-07-09,BONOS SOBERANOS
GD46,2,36,77000.0,77280.0,411,77280.0,0.0,0.0024,78000.0,78190.0,76500.0,77090.0,67324029.7,87642,162,2025-05-14 16:35:00,GO,2046-07-09,BONOS SOBERANOS
GD46C,2,36,66.45,66.87,411,66.64,0.0,-0.0007000000000000001,66.68,66.68,66.64,66.69,1252.24,1878,3,2025-05-14 13:35:00,GO,2046-07-09,BONOS SOBERANOS
GD46D,2,358,67.5,67.85,411,67.5,0.0,-0.013000000000000001,69.98,69.98,67.3,68.39,7108.6,10495,39,2025-05-14 16:15:00,GO,2046-07-09,BONOS SOBERANOS
GD46X,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,79550.0,0.0,0,0,,GO,2046-07-09,BONOS SOBERANOS
GD46Y,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,63.04,0.0,0,0,,GO,2046-07-09,BONOS SOBERANOS
GD46Z,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,62.011,0.0,0,0,,GO,2046-07-09,BONOS SOBERANOS
B2J5C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-06-26,LETRAS DEL TESORO
B2J5D,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-06-26,LETRAS DEL TESORO
B3L5C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-07-24,LETRAS DEL TESORO
B3L5D,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-07-24,LETRAS DEL TESORO
B3Y5C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-05-22,LETRAS DEL TESORO
B3Y5D,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-05-22,LETRAS DEL TESORO
BA2N5,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-11-28,LETRAS DEL TESORO
BA2NC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-11-28,LETRAS DEL TESORO
BA2ND,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-11-28,LETRAS DEL TESORO
BAN25,2,0,0.0,1080.0,10000,0.0,0.0,0.0,0.0,0.0,0.0,100.4103,0.0,0,0,,GO,2025-11-14,LETRAS DEL TESORO
BAN5C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-11-14,LETRAS DEL TESORO
BAN5D,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-11-14,LETRAS DEL TESORO
BB2J5,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-06-26,LETRAS DEL TESORO
BB2Y5,2,500000,126.1,146.0,297094,146.0,0.0,-0.0282,150.0,150.0,146.0,150.25,992971.24,664374,96,2025-05-14 16:35:00,GO,2025-05-22,LETRAS DEL TESORO
BB2YC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-05-22,LETRAS DEL TESORO
BB2YD,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-05-22,LETRAS DEL TESORO
BB3L5,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-07-24,LETRAS DEL TESORO
BB3Y5,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-05-22,LETRAS DEL TESORO
BBG25,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-08-21,LETRAS DEL TESORO
BBG5C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-08-21,LETRAS DEL TESORO
BBG5D,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-08-21,LETRAS DEL TESORO
BBJ25,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-06-26,LETRAS DEL TESORO
BBJ5C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-06-26,LETRAS DEL TESORO
BBJ5D,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-06-26,LETRAS DEL TESORO
BBL25,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-07-24,LETRAS DEL TESORO
BBL5C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-07-24,LETRAS DEL TESORO
BBL5D,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-07-24,LETRAS DEL TESORO
BBS25,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-09-18,LETRAS DEL TESORO
BBS5C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-09-18,LETRAS DEL TESORO
BBS5D,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-09-18,LETRAS DEL TESORO
BBY25,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-05-22,LETRAS DEL TESORO
BGD25,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-12-19,LETRAS DEL TESORO
BGD5C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-12-19,LETRAS DEL TESORO
BGD5D,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-12-19,LETRAS DEL TESORO
BL2Y5,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-05-16,LETRAS DEL TESORO
BLJ25,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,115.042,0.0,0,0,,GO,2025-06-13,LETRAS DEL TESORO
BLL25,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-07-18,LETRAS DEL TESORO
BLN25,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-11-14,LETRAS DEL TESORO
BLS25,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-09-12,LETRAS DEL TESORO
BLY25,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-05-16,LETRAS DEL TESORO
BN2M6,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2026-03-31,LETRAS DEL TESORO
BNA26,2,1000,114501.001,116180.0,4503,116190.0,0.0,-0.0024,117400.0,117400.0,113501.0,116479.996,1108088.03,955,37,2025-05-14 16:12:00,GO,2026-04-19,LETRAS DEL TESORO
BNA6C,2,0,0.0,102.0,2900,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0,0,,GO,2026-04-19,LETRAS DEL TESORO
BNA6D,2,1377,100.9,101.1,1572,101.1,0.0,-0.0039000000000000003,100.9,101.7,100.9,101.5,7294.99,7225,25,2025-05-14 15:42:00,GO,2026-04-19,LETRAS DEL TESORO
BNA6X,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,107000.0,0.0,0,0,,GO,2026-04-19,LETRAS DEL TESORO
BNA6Y,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2026-04-19,LETRAS DEL TESORO
BNA6Z,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2026-04-19,LETRAS DEL TESORO
BNM26,2,100,78000.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,76380.5096,0.0,0,0,,GO,2026-03-31,LETRAS DEL TESORO
BNM6C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2026-03-31,LETRAS DEL TESORO
BNM6D,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2026-03-31,LETRAS DEL TESORO
BNO25,2,100,92500.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,92500.0,0.0,0,0,,GO,2025-10-19,LETRAS DEL TESORO
BNO5C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-10-19,LETRAS DEL TESORO
BNO5D,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-10-19,LETRAS DEL TESORO
BNO5X,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100119.84,0.0,0,0,,GO,2025-10-19,LETRAS DEL TESORO
BNO5Y,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-10-19,LETRAS DEL TESORO
BNO5Z,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-10-19,LETRAS DEL TESORO
BRA26,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2026-04-24,LETRAS DEL TESORO
BUJ26,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2026-06-05,LETRAS DEL TESORO
BUJ6C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2026-06-05,LETRAS DEL TESORO
BUJ6D,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2026-06-05,LETRAS DEL TESORO
D16E6,2,290,105600.0,106500.0,24789,106500.0,0.0,0.0105,104500.0,106900.0,104500.0,105390.0,542867398.5,509129,27,2025-05-14 16:34:00,GO,2026-01-16,LETRAS DEL TESORO
DE6C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2026-01-16,LETRAS DEL TESORO
DE6D,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2026-01-16,LETRAS DEL TESORO
DE6X,2,0,0.0,0.0,0,106000.0,0.0,0.0,0.0,106000.0,106000.0,108500.0,1444075100.0,1362335,2,2025-05-14 16:22:00,GO,2026-01-16,LETRAS DEL TESORO
DE6Y,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2026-01-16,LETRAS DEL TESORO
DE6Z,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2026-01-16,LETRAS DEL TESORO
LBJ25,2,0,0.0,98.0,500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-06-26,LETRAS DEL TESORO
LBJ5C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-06-26,LETRAS DEL TESORO
LBJ5D,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-06-26,LETRAS DEL TESORO
LBY25,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-05-22,LETRAS DEL TESORO
LBY5C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-05-22,LETRAS DEL TESORO
LBY5D,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-05-22,LETRAS DEL TESORO
M31L5,2,287325,104.55,104.6,16446164,104.6,0.0,0.0014000000000000002,103.0,105.25,103.0,104.45,3591883888.15,3434134306,195,2025-05-14 16:34:00,GO,2025-07-31,LETRAS DEL TESORO
ML5C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-07-31,LETRAS DEL TESORO
ML5D,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-07-31,LETRAS DEL TESORO
ML5X,2,0,0.0,0.0,0,104.4,0.0,0.0,0.0,104.55,104.4,104.2,2089500000.0,2000000000,2,2025-05-14 15:37:00,GO,2025-07-31,LETRAS DEL TESORO
ML5Y,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-07-31,LETRAS DEL TESORO
ML5Z,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-07-31,LETRAS DEL TESORO
S10N5,2,3473139,105.9,106.0,15597,106.0,0.0,0.0,106.45,106.45,105.7,106.0,2352291967.13,2221250594,552,2025-05-14 16:35:00,GO,2025-11-10,LETRAS DEL TESORO
S12S5,2,100000,144.001,144.05,3140801,144.05,0.0,0.0004,143.991,144.3,143.902,143.99,7723125860.31,5361446701,761,2025-05-14 16:36:00,GO,2025-09-12,LETRAS DEL TESORO
S15G5,2,165033,135.73,135.74,84274251,135.65,0.0,0.0,136.5,136.5,134.701,135.65,28058448987.59,20681616683,1938,2025-05-14 16:35:00,GO,2025-08-15,LETRAS DEL TESORO
S16Y5,2,200000000,136.74,136.759,500000000,136.731,0.0,0.0005,136.79,136.792,136.64,136.658,41973454040.45,30692229413,3387,2025-05-14 16:35:00,GO,2025-05-16,LETRAS DEL TESORO
S18J5,2,33565252,143.64,143.664,1463603,143.637,0.0,0.0006,143.87,143.87,143.44,143.55,27124061285.87,18882411573,3165,2025-05-14 16:35:00,GO,2025-06-18,LETRAS DEL TESORO
S28N5,2,3051040,105.6,105.932,14646236,105.6,0.0,-0.0028000000000000004,105.901,107.0,105.5,105.9,871925733.75,822194536,246,2025-05-14 16:35:00,GO,2025-11-28,LETRAS DEL TESORO
S29G5,2,6600000,144.51,144.599,2295803,144.599,0.0,0.0002,144.48,145.5,144.229,144.56,1531557615.07,1058042738,536,2025-05-14 16:36:00,GO,2025-08-29,LETRAS DEL TESORO
S2G5C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-08-15,LETRAS DEL TESORO
S2G5D,2,1000000,0.118,0.12,2000000,0.122,0.0,0.0166,0.122,0.122,0.122,0.12,1426.73,1169442,10,2025-05-14 15:19:00,GO,2025-08-15,LETRAS DEL TESORO
S2G5X,2,0,0.0,0.0,0,135.5,0.0,0.0,0.0,135.844,135.076,135.5,85649514150.0,63140000000,19,2025-05-14 15:37:00,GO,2025-08-15,LETRAS DEL TESORO
S2G5Y,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.112,0.0,0,0,,GO,2025-08-15,LETRAS DEL TESORO
S2G5Z,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.112,0.0,0,0,,GO,2025-08-15,LETRAS DEL TESORO
S2J5C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-06-30,LETRAS DEL TESORO
S2J5D,2,1000,0.124,0.125,1959674,0.125,0.0,0.016200000000000003,0.125,0.125,0.125,0.123,375.67,300533,3,2025-05-14 16:21:00,GO,2025-06-30,LETRAS DEL TESORO
S2J5X,2,0,0.0,0.0,0,140.6,0.0,0.0,0.0,141.15,140.6,140.7125,21152312150.58,15032130800,4,2025-05-14 16:14:00,GO,2025-06-30,LETRAS DEL TESORO
S2J5Y,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0,0,,GO,2025-06-30,LETRAS DEL TESORO
S2J5Z,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1179915,0.0,0,0,,GO,2025-06-30,LETRAS DEL TESORO
S2N5C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-11-28,LETRAS DEL TESORO
S2N5D,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-11-28,LETRAS DEL TESORO
S2N5X,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,106.225,0.0,0,0,,GO,2025-11-28,LETRAS DEL TESORO
S2N5Y,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.082,0.0,0,0,,GO,2025-11-28,LETRAS DEL TESORO
S2N5Z,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.076,0.0,0,0,,GO,2025-11-28,LETRAS DEL TESORO
S2S5C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0.0,0,0,,GO,2025-09-30,LETRAS DEL TESORO
S2S5D,2,1000000,0.125,0.129,16136573,0.129,0.0,0.032,0.129,0.129,0.129,0.125,4983.83,3863427,4,2025-05-14 16:32:00,GO,2025-09-30,LETRAS DEL TESORO
S2S5X,2,0,0.0,0.0,0,143.601,0.0,0.0,0.0,143.601,143.601,143.36,964545653.1,671684496,1,2025-05-14 13:06:00,GO,2025-09-30,LETRAS DEL TESORO
S2S5Y,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.113,0.0,0,0,,GO,2025-09-30,LETRAS DEL TESORO
S2S5Z,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0.0,0,0,,GO,2025-09-30,LETRAS DEL TESORO
S2Y5C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-05-30,LETRAS DEL TESORO
S2Y5D,2,2550581,0.118,0.119,3371058,0.118,0.0,0.0,0.119,0.119,0.117,0.118,5566.63,4707808,41,2025-05-14 16:33:00,GO,2025-05-30,LETRAS DEL TESORO
S2Y5X,2,0,0.0,0.0,0,134.328,0.0,0.0,0.0,135.252,134.328,134.546,29177172310.14,21654582176,3,2025-05-14 16:19:00,GO,2025-05-30,LETRAS DEL TESORO
S2Y5Y,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0,0,,GO,2025-05-30,LETRAS DEL TESORO
S2Y5Z,2,0,0.0,0.0,0,0.116,0.0,0.0,0.0,0.117,0.116,0.116,1000000.0,858384910,2,2025-05-14 16:19:00,GO,2025-05-30,LETRAS DEL TESORO
S30J5,2,3889376,141.0,141.097,3936954,141.098,0.0,0.0008,141.49,141.49,140.562,140.98,10311275383.77,7306199875,792,2025-05-14 16:35:00,GO,2025-06-30,LETRAS DEL TESORO
S30S5,2,635644,142.9,142.999,4555617,143.0,0.0,-0.0024,144.0,144.0,142.804,143.35,3636368223.22,2539490056,514,2025-05-14 16:33:00,GO,2025-09-30,LETRAS DEL TESORO
S30Y5,2,47717392,134.65,134.67,88764675,134.67,0.0,0.0007000000000000001,134.8,134.8,134.571,134.575,12156825984.15,9026068187,1180,2025-05-14 16:36:00,GO,2025-05-30,LETRAS DEL TESORO
S31L5,2,1426074,138.55,138.75,39541256,138.8,0.0,0.0033,138.55,138.949,137.701,138.34,9252372567.41,6674742190,1166,2025-05-14 16:36:00,GO,2025-07-31,LETRAS DEL TESORO
S31O5,2,1837593,115.9,115.95,2768768,115.95,0.0,0.0012,115.044,116.5,115.03,115.8,1081389417.37,933014444,424,2025-05-14 16:36:00,GO,2025-10-31,LETRAS DEL TESORO
SG5C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-08-29,LETRAS DEL TESORO
SG5D,2,2000000,0.126,0.128,1536340,0.128,0.0,0.0,0.129,0.129,0.128,0.128,25595.36,19844970,9,2025-05-14 14:36:00,GO,2025-08-29,LETRAS DEL TESORO
SG5X,2,0,0.0,0.0,0,144.6,0.0,0.0,0.0,145.48,144.25,144.401,17557650000.0,12120000000,4,2025-05-14 16:24:00,GO,2025-08-29,LETRAS DEL TESORO
SG5Y,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1155,0.0,0,0,,GO,2025-08-29,LETRAS DEL TESORO
SG5Z,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0,0,,GO,2025-08-29,LETRAS DEL TESORO
SJ5C,2,0,0.0,0.127,937500,0.0,0.0,0.0,0.0,0.0,0.0,0.127,0.0,0,0,,GO,2025-06-18,LETRAS DEL TESORO
SJ5X,2,0,0.0,0.0,0,143.7,0.0,0.0,0.0,143.7,143.082,143.579,56000420000.0,39000000000,10,2025-05-14 16:36:00,GO,2025-06-18,LETRAS DEL TESORO
SJ5Y,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-06-18,LETRAS DEL TESORO
SJ5Z,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.122,0.0,0,0,,GO,2025-06-18,LETRAS DEL TESORO
SL5C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-07-31,LETRAS DEL TESORO
SL5D,2,2000000,0.121,0.123,40314114,0.123,0.0,0.008100000000000001,0.123,0.123,0.12,0.122,2073.74,1685969,7,2025-05-14 13:53:00,GO,2025-07-31,LETRAS DEL TESORO
SL5X,2,0,0.0,0.0,0,137.92,0.0,0.0,0.0,138.847,136.079,137.82,24520826852.45,17751269233,7,2025-05-14 16:14:00,GO,2025-07-31,LETRAS DEL TESORO
SL5Y,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0,0,,GO,2025-07-31,LETRAS DEL TESORO
SL5Z,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,,GO,2025-07-31,LETRAS DEL TESORO
